idCATEGORIA;idPRODUCTOS;CATEGORIA;DESCRIPCION DE LA CATEGORIA;CLASE;GENERO;ARMADOR;SERVICIO;NO.PARTE;ORIGEN;UNIDAD;SISTEMA
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;PZA;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;PZA;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;PZA;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;PZA;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;PZA;
;;;;;;;;;;PZA;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
;;;;;;;;;;JGO;
